parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-001,MOD-001,FORM-001,base_weight_0.92,Strategy base weight 0.92,strategy_weight,float,portfolio_weight,0.92,0.92,0.92,NOT_APPLICABLE,,,,0,1,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-001,medium,PFI/大数据模拟器/qbvs/strategies.py:31,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:61,active,EXTRACTED,TASK-PFI-B-001,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/strategies.py:32:1,0.92,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1e80459087673a18e9c5583a6f1b6391958a288f428e9007290fe3d17d180c24,MACHINE_VERIFIED,
PARAM-167,MOD-011,FORM-011,finalist_windows_per_pair,finalist_windows_per_pair,finalist_selection,integer,count_or_ratio,5,5,5,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-006,medium,PFI/大数据模拟器/qbvs/finalists.py:58,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:912,active,EXTRACTED,TASK-PFI-B-006,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/finalists.py::build_finalist_cache_pair_manifest.windows_per_pair,5,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:01c2818ae10f50eb273e02b93fb530b2e2e89969fcbc64992e810d4a17758350,MACHINE_VERIFIED,
PARAM-168,MOD-012,FORM-012,fund_initial_cash,fund_initial_cash,fund_rule_default,float,ratio_days_or_text,100000.0,100000.0,100000.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:15,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.initial_cash,100000,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:ca546f02ff826782969957b2276a5768ab723bfb0bf3748cb8908577bca2db24,MACHINE_VERIFIED,
PARAM-169,MOD-012,FORM-012,subscription_fee_rate,subscription_fee_rate,fund_rule_default,float,ratio_days_or_text,0.0015,0.0015,0.0015,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:16,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.subscription_fee_rate,0.0015,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5d13bfd733e19e2558a5fc9f2b0830d8886fc41531d16612838131720ee72915,MACHINE_VERIFIED,
PARAM-170,MOD-012,FORM-012,redemption_fee_rate_short,redemption_fee_rate_short,fund_rule_default,float,ratio_days_or_text,0.015,0.015,0.015,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:17,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.redemption_fee_rate_short,0.015,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:485b19b8c63fd405315ffc3cc5be6a1a86d4e8ec2e80e2c1783d366f7eb8fcd7,MACHINE_VERIFIED,
PARAM-171,MOD-012,FORM-012,redemption_fee_rate_long,redemption_fee_rate_long,fund_rule_default,float,ratio_days_or_text,0.005,0.005,0.005,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:18,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.redemption_fee_rate_long,0.005,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5dae5af5e5e14565c780b08c51174e331bb63010051dd962301544799a5a40d8,MACHINE_VERIFIED,
PARAM-172,MOD-012,FORM-012,short_holding_days,short_holding_days,fund_rule_default,integer,ratio_days_or_text,7,7,7,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:19,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.short_holding_days,7,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1f8cb27a9021b693d51a409bb57dcf678014104627672c2f02b18e0ae9748865,MACHINE_VERIFIED,
PARAM-173,MOD-012,FORM-012,min_holding_days,min_holding_days,fund_rule_default,integer,ratio_days_or_text,0,0,0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:20,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.min_holding_days,0,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:eda93bdd69f4896ca3509499736fb08c15bc9657eb25181db1310584335c9909,MACHINE_VERIFIED,
PARAM-174,MOD-012,FORM-012,buy_confirmation_days,buy_confirmation_days,fund_rule_default,integer,ratio_days_or_text,1,1,1,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:21,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.buy_confirmation_days,1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:7ed0da3ef6878f59dfa27bf962157c6e483b5d88b659092c0732e20d05e5d379,MACHINE_VERIFIED,
PARAM-175,MOD-012,FORM-012,sell_cash_delay_days,sell_cash_delay_days,fund_rule_default,integer,ratio_days_or_text,2,2,2,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:22,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.sell_cash_delay_days,2,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:1ad7472e7e240ba41fe535ff7a7d8f528fa48df56bc22e5c0cced6430cc4aa82,MACHINE_VERIFIED,
PARAM-176,MOD-012,FORM-012,fund_annualization,fund_annualization,fund_rule_default,integer,ratio_days_or_text,252,252,252,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/fund_rules.py:23,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/fund_rules.py::FundTradingRule.annualization,252,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:64dfa8f3770bb363c1e238f143ad3c664cd02a403d177ad8c3c871cc252992a6,MACHINE_VERIFIED,
PARAM-177,MOD-012,FORM-012,date_col,date_col,fund_rule_default,string,ratio_days_or_text,date,date,date,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/datasources.py:68,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_alipay_fund_nav.date_col,date,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:998d9b4e86d9c6c836fb7483bd235d8435e69ea375ca09e56f21b598947f680b,MACHINE_VERIFIED,
PARAM-178,MOD-012,FORM-012,nav_col,nav_col,fund_rule_default,string,ratio_days_or_text,nav,nav,nav,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/datasources.py:69,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_alipay_fund_nav.nav_col,nav,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:78ae3255a6976544e30c1fabae23e2f6eb121ee1309c82109e71bcaeb53ea5ba,MACHINE_VERIFIED,
PARAM-179,MOD-012,FORM-012,fund_market,fund_market,fund_rule_default,string,ratio_days_or_text,ALIPAY_FUND,ALIPAY_FUND,ALIPAY_FUND,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/datasources.py:70,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_alipay_fund_nav.market,ALIPAY_FUND,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:5ff42130c86ac4720c9e88a8379e4cc649dd0b65c697e5eee0dead315e8a9c6b,MACHINE_VERIFIED,
PARAM-180,MOD-012,FORM-012,fund_currency,fund_currency,fund_rule_default,string,ratio_days_or_text,CNY,CNY,CNY,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/datasources.py:71,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_alipay_fund_nav.currency,CNY,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:d1e2427607edf0e4725af7cad958ad0205db8068fcec2152f36691274bd31799,MACHINE_VERIFIED,
PARAM-181,MOD-012,FORM-012,fund_timezone,fund_timezone,fund_rule_default,string,ratio_days_or_text,Asia/Shanghai,Asia/Shanghai,Asia/Shanghai,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-007,medium,PFI/大数据模拟器/qbvs/datasources.py:72,PFI/大数据模拟器/config/alipay_fund_rule_template.json,PFI/大数据模拟器/tests/test_core.py:572,active,EXTRACTED,TASK-PFI-B-007,param-profile-20260620,2026-06-20,python_ast_default:PFI/大数据模拟器/qbvs/datasources.py::cache_alipay_fund_nav.timezone,Asia/Shanghai,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:c45dce9496e64eacb4978854ba63fffa9bed7b6f852fed208808645312b50b9b,MACHINE_VERIFIED,
PARAM-182,MOD-013,FORM-013,bundle_top_n,bundle_top_n,interop_contract,integer,count_ratio_or_text,20,20,20,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_bundle.py:20,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/quantlab_bundle.py::QuantLabBundleConfig.top_n,20,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b10ad03995b58f2804b5a04db8c51a76ba75bcc625a3b8bd80d7ab5b4dec3b36,MACHINE_VERIFIED,
PARAM-183,MOD-013,FORM-013,bundle_min_pass_rate,bundle_min_pass_rate,interop_contract,float,count_ratio_or_text,0.6,0.6,0.6,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_bundle.py:21,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/quantlab_bundle.py::QuantLabBundleConfig.min_pass_rate,0.6,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:a318da346995f7f1148a549d121124794da89bb40754d326e1cb965c481df6e3,MACHINE_VERIFIED,
PARAM-184,MOD-013,FORM-013,bundle_min_avg_total_gap,bundle_min_avg_total_gap,interop_contract,float,count_ratio_or_text,-0.08,-0.08,-0.08,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_bundle.py:22,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/quantlab_bundle.py::QuantLabBundleConfig.min_avg_total_gap,-0.08,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:d3cb5e5d71edac4089d34b917c3251f7e9a067745bca8e61b8cd43fbf04d33c0,MACHINE_VERIFIED,
PARAM-185,MOD-013,FORM-013,bundle_min_avg_annualized_gap,bundle_min_avg_annualized_gap,interop_contract,float,count_ratio_or_text,-0.03,-0.03,-0.03,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_bundle.py:23,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/quantlab_bundle.py::QuantLabBundleConfig.min_avg_annualized_gap,-0.03,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:b70cbe638258af71128b3bef643286daf07b8c61a92d017fade1244e589f0b7a,MACHINE_VERIFIED,
PARAM-186,MOD-013,FORM-013,bundle_min_avg_drawdown_improvement,bundle_min_avg_drawdown_improvement,interop_contract,float,count_ratio_or_text,-0.005,-0.005,-0.005,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_bundle.py:24,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/quantlab_bundle.py::QuantLabBundleConfig.min_avg_drawdown_improvement,-0.005,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:7cd4585922fd002410fbbb54570a9da48b79c303058b85315aaa7aa2b31c9439,MACHINE_VERIFIED,
PARAM-187,MOD-013,FORM-013,bundle_schema,bundle_schema,interop_contract,string,count_ratio_or_text,qbvs-quantlab-evidence-bundle-v1,qbvs-quantlab-evidence-bundle-v1,qbvs-quantlab-evidence-bundle-v1,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_bundle.py:15,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_assignment:PFI/大数据模拟器/qbvs/quantlab_bundle.py::BUNDLE_SCHEMA_VERSION,qbvs-quantlab-evidence-bundle-v1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:83e7b34bd17eaf1fa5565eb3fd4d199f1cacdf87f29ad83e86f71c509dda81d7,MACHINE_VERIFIED,
PARAM-188,MOD-013,FORM-013,protocol_version,protocol_version,interop_contract,string,count_ratio_or_text,qbvs-quantlab-handshake-v1,qbvs-quantlab-handshake-v1,qbvs-quantlab-handshake-v1,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/handshake.py:9,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_assignment:PFI/大数据模拟器/qbvs/handshake.py::PROTOCOL_VERSION,qbvs-quantlab-handshake-v1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:81efa929333c8a71f0a43beb6566eee69ba89fa51963715f35272a959a098386,MACHINE_VERIFIED,
PARAM-189,MOD-013,FORM-013,system_name,system_name,interop_contract,string,count_ratio_or_text,quant_behavior_validation_system,quant_behavior_validation_system,quant_behavior_validation_system,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/handshake.py:10,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_assignment:PFI/大数据模拟器/qbvs/handshake.py::SYSTEM_NAME,quant_behavior_validation_system,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:301d002482cddca30b5cc59fdb330c04983a5ffd451936052d55ac6c323d4340,MACHINE_VERIFIED,
PARAM-190,MOD-013,FORM-013,adapter_schema,adapter_schema,interop_contract,string,count_ratio_or_text,qbvs-quantlab-readonly-adapter-pack-v1,qbvs-quantlab-readonly-adapter-pack-v1,qbvs-quantlab-readonly-adapter-pack-v1,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-008,medium,PFI/大数据模拟器/qbvs/quantlab_adapter.py:10,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:307,active,EXTRACTED,TASK-PFI-B-008,param-profile-20260620,2026-06-20,python_ast_assignment:PFI/大数据模拟器/qbvs/quantlab_adapter.py::ADAPTER_PACK_SCHEMA_VERSION,qbvs-quantlab-readonly-adapter-pack-v1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:37dfca6f82dc1bda3a66523cffa8daf6b6b675764fb59142673f60f1773c9cdc,MACHINE_VERIFIED,
PARAM-191,MOD-014,FORM-014,audit_target_symbols,audit_target_symbols,goal_audit,integer,count_or_ratio,200,200,200,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:18,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/goal_audit.py::GoalAuditConfig.target_symbols,200,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:efbadf1885baf7b79816aef66c1639e68fb9d5fe666e08ff5a47db7324d23326,MACHINE_VERIFIED,
PARAM-192,MOD-014,FORM-014,audit_target_strategies,audit_target_strategies,goal_audit,integer,count_or_ratio,200,200,200,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:19,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/goal_audit.py::GoalAuditConfig.target_strategies,200,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:cf264072359ae332e1dba4530fd829a6dd0cfc3d7447386cb1e4b68e02bc2a68,MACHINE_VERIFIED,
PARAM-193,MOD-014,FORM-014,audit_target_tests_per_strategy,audit_target_tests_per_strategy,goal_audit,integer,count_or_ratio,1000000,1000000,1000000,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:20,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/goal_audit.py::GoalAuditConfig.target_tests_per_strategy,1000000,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:e40a4ce2564bbc06b1d103e0020d0dc6ab6cb27100f45550ac2df1281bae3497,MACHINE_VERIFIED,
PARAM-194,MOD-014,FORM-014,audit_min_avg_total_gap,audit_min_avg_total_gap,goal_audit,float,count_or_ratio,-0.08,-0.08,-0.08,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:21,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/goal_audit.py::GoalAuditConfig.min_avg_total_gap,-0.08,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:8b13a879e9bc7db66edee58a3061f12c87ce494c319a812af4b7e9e268dfcb53,MACHINE_VERIFIED,
PARAM-195,MOD-014,FORM-014,audit_min_avg_annualized_gap,audit_min_avg_annualized_gap,goal_audit,float,count_or_ratio,-0.03,-0.03,-0.03,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:22,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/goal_audit.py::GoalAuditConfig.min_avg_annualized_gap,-0.03,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:52222930f89d8ed90ccdd859e689e778c3099c99f3c12b298f98ef25238e0bff,MACHINE_VERIFIED,
PARAM-196,MOD-014,FORM-014,audit_min_avg_drawdown_improvement,audit_min_avg_drawdown_improvement,goal_audit,float,count_or_ratio,-0.005,-0.005,-0.005,NOT_APPLICABLE,,,,-1,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:23,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_attr:PFI/大数据模拟器/qbvs/goal_audit.py::GoalAuditConfig.min_avg_drawdown_improvement,-0.005,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:bf2522b0dc902a51223da34a4b22242c0f83738acaaf4eb420d102a042355555,MACHINE_VERIFIED,
PARAM-197,MOD-014,FORM-014,score_passed,score_passed,goal_audit,float,count_or_ratio,1.0,1.0,1.0,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,See formula_registry.yaml,EXTRACTED from implementation default,UNKNOWN calibration/source evidence; see TASK-PFI-B-009,medium,PFI/大数据模拟器/qbvs/goal_audit.py:249,NOT_APPLICABLE,PFI/大数据模拟器/tests/test_core.py:701,active,EXTRACTED,TASK-PFI-B-009,param-profile-20260620,2026-06-20,python_ast_literal:PFI/大数据模拟器/qbvs/goal_audit.py:249:5,1,94478ef52caecb9d856bf4a0543719f8d50a9645,2026-06-21T12:19:34Z,sha256:07501d5ef41572d7820105db73b532093690c204f7008613fea879c5a3d64a0c,MACHINE_VERIFIED,
